Ride,Date/Time,Wait Time
Haunted Mansion,04/01/2024 07:00,50.0
Haunted Mansion,04/01/2024 07:05,50.0
Haunted Mansion,04/01/2024 07:10,50.0
Haunted Mansion,04/01/2024 07:15,50.0
Haunted Mansion,04/01/2024 07:20,50.0
Haunted Mansion,04/01/2024 07:25,50.0
Haunted Mansion,04/01/2024 07:30,50.0
Haunted Mansion,04/01/2024 07:35,50.0
Haunted Mansion,04/01/2024 07:40,50.0
Haunted Mansion,04/01/2024 07:45,50.0
Haunted Mansion,04/01/2024 07:50,50.0
Haunted Mansion,04/01/2024 07:55,50.0
Haunted Mansion,04/01/2024 08:00,50.0
Haunted Mansion,04/01/2024 08:05,50.0
Haunted Mansion,04/01/2024 08:10,50.0
Haunted Mansion,04/01/2024 08:15,50.0
Haunted Mansion,04/01/2024 08:20,50.0
Haunted Mansion,04/01/2024 08:25,50.0
Haunted Mansion,04/01/2024 08:30,50.0
Haunted Mansion,04/01/2024 08:35,50.0
Haunted Mansion,04/01/2024 08:40,50.0
Haunted Mansion,04/01/2024 08:45,50.0
Haunted Mansion,04/01/2024 08:50,50.0
Haunted Mansion,04/01/2024 08:55,50.0
Haunted Mansion,04/01/2024 09:00,50.0
Haunted Mansion,04/01/2024 09:05,50.0
Haunted Mansion,04/01/2024 09:10,50.0
Haunted Mansion,04/01/2024 09:15,50.0
Haunted Mansion,04/01/2024 09:20,50.0
Haunted Mansion,04/01/2024 09:25,50.0
Haunted Mansion,04/01/2024 09:30,50.0
Haunted Mansion,04/01/2024 09:35,50.0
Haunted Mansion,04/01/2024 09:40,50.0
Haunted Mansion,04/01/2024 09:45,50.0
Haunted Mansion,04/01/2024 09:50,50.0
Haunted Mansion,04/01/2024 09:55,50.0
Haunted Mansion,04/01/2024 10:00,50.0
Haunted Mansion,04/01/2024 10:05,50.0
Haunted Mansion,04/01/2024 10:10,50.0
Haunted Mansion,04/01/2024 10:15,50.0
Haunted Mansion,04/01/2024 10:20,50.0
Haunted Mansion,04/01/2024 10:25,50.0
Haunted Mansion,04/01/2024 10:30,50.0
Haunted Mansion,04/01/2024 10:35,50.0
Haunted Mansion,04/01/2024 10:40,50.0
Haunted Mansion,04/01/2024 10:45,50.0
Haunted Mansion,04/01/2024 10:50,50.0
Haunted Mansion,04/01/2024 10:55,50.0
Haunted Mansion,04/01/2024 11:00,50.0
Haunted Mansion,04/01/2024 11:05,50.0
Haunted Mansion,04/01/2024 11:10,50.0
Haunted Mansion,04/01/2024 11:15,50.0
Haunted Mansion,04/01/2024 11:20,50.0
Haunted Mansion,04/01/2024 11:25,50.0
Haunted Mansion,04/01/2024 11:30,50.0
Haunted Mansion,04/01/2024 11:35,50.0
Haunted Mansion,04/01/2024 11:40,50.0
Haunted Mansion,04/01/2024 11:45,50.0
Haunted Mansion,04/01/2024 11:50,50.0
Haunted Mansion,04/01/2024 11:55,50.0
Haunted Mansion,04/01/2024 12:00,50.0
Haunted Mansion,04/01/2024 12:05,50.0
Haunted Mansion,04/01/2024 12:10,50.0
Haunted Mansion,04/01/2024 12:15,50.0
